TITLE,IMAGE,PRICE,SKU,DESCRIPTION,BRAND,BOX,CONNECTING WIRE,KIT INCLUDED,WARRANTY PERIOD,INVERTER,WARRANTY TYPE,HOME FEATURES,HORSE POWER,ROOM SIZE,POWER CONSUMPTION,MODEL,WARRANTY POLICY,COLOR FAMILTY,ENGLISH HIGHLIGHTS,NAME IN ENGLISH LANGUAGE,ENGLISH DESCRIPTION,IMPORTED,WARRANTY POLICY EN,QUANTITY,DELIVERY OPTION ECONOMY,SPECIAL PRICE,PROMOTION START DATE,PROMOTION END DATE,FREE ITEMS,PACKAGE WEIGHT,PACKAGR LENGTH,PACKAGE WIDTH,PACKAGE HEIGHT,TAXES,DANGEROUS GOODS,EXPRESS DELIVERY
Dawlance Enercon Inverter 15 - Split Air Conditioner - 1 Ton,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 63,599",106770793_PK-1255362653,"Enercon Inverter
DAWLANCE Enercon Inverter Series features an Elegant Glass Design with Efficient Cooling & Wide Voltage Range stability allowing you to save Rs.30,000 Annually. It’s High Efficiency Tubing enlarges the heat transfer area & increases Cooling & Heating performance.


Key Features
Elegant Glass Design
Corrosion & Rust Free with Gold Fin
Annual Saving of Rs.30,000
Wide Voltage Range 150-260V
High Efficiency Tubing
Heat & Cool Function",Dawlance,1 x outdoor 1 x indoor 1 x remote 1 x warranty card,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEL Mirror Glass Door PRGD-2000 M Refrigerator,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 32,804",132131043_PK-1292352278,"Key Features
The Low Voltage Start function regulates electric flow and will start the fridge safely even if the voltage is low.
New top quality door hinges mounted smartly to avoid door misalignment
It helps control electricity consumption and runs the refrigerator at the most economical mode with maximum efficiency.
Modern LED lights give a fresh feel in the refrigerator.
Specifications
Total Internal Capacity (Ltrs)
170L
Current Consumption (Ampere)
0.84AMP
Dimension(HxWxD)MM
1340x580x620",PEL,Refrigerator/warranty card/manual catalog,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,PRGD-2000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
PEL Inverter AC - 1.5ton - FIT Inverter Air Conditioner Series - PINV-18000BTU - White,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 74,999",120712486_PK-1275664297,"Product Details Of PEL Inverter AC - 1.5ton - FIT Inverter Air Conditioner Series - PINV-18000BTU - White

 

PEL FIT Chrome Air Conditioner 1.5 Ton

 

 

 

 



 

 




This advanced",PEL,"Inverter AC,Warranty Card,Manual",Yes,Yes,N/A,Air Conditioner Series,N/A,N/A,N/A,N/A,N/A,FIT Inverter Air Conditioner Series,"EN
10 Year Compressor Warranty & 01 Year Parts Warranty",N/A,N/A,N/A,N/A,N/A,10 Year Compressor Warranty & 01 Year Parts Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dawlance Enercon Inverter 30 - Split Air Conditioner - 1.5 Ton,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 71,000",106776682_PK-1255060844,"Enercon Inverter
DAWLANCE Enercon Inverter Series features an Elegant Glass Design with Efficient Cooling & Wide Voltage Range stability allowing you to save Rs.30,000 Annually. It’s High Efficiency Tubing enlarges the heat transfer area & increases Cooling & Heating performance.


Key Features
Elegant Glass Design
Corrosion & Rust Free with Gold Fin
Annual Saving of Rs.30,000
Wide Voltage Range 150-260V
High Efficiency Tubing
Heat & Cool Function",Dawlance,1 x outdoor 1 x indoor 1 x remote 1 x warranty card,No,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AC MAXICOOL Portable Air Conditioner 1 Ton 50% Energy Savor,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 48,900",114812424_PK-1266646375,"Vantilation door close and open automatically 
4 Castors Makes Moving Convenient
Self -evaporative System, No Water Tank
3 in 1, Fan, Cooling and Dehumidifying 
LED Display
24 Hours ON/OFF  Function 
Water Full Alert
The Condensing Water is Recycled to Improve Efficiency through Cooling Condenser 
3 Minute Compressor Restart Protection Function 
Removeable Filter
Trouble Self Diagnostic ",Maxplus,1 x Maxicool Portable AC 1 x Remote Control 1 x Exhaust Pipe 1 x Manual,No,Yes,N/A,N/A,N/A,50% Energy Savor and Move to any where or Room,12000,30-90 sq meters,850,AN-PAC12F2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dawlance 1.5 ton DC Inverter Elegance series 30 - 18000 BTU - White,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 75,000",135978520_PK-1296328055,"Elegance Inverter Series

Dawlance Elegance Inverter Series with its golden fins, anti-rust coating, Typhoon Air Technology, bigger indoor and efficient inverter compressor is what you are looking for this season. Our advanced technology makes sure to give you the required savings without compromising on performance.

Key Features

Inverter Compressor

(Upto PKR 30,000 Annual Savings.

Anti Rust Coating

100% Copper

Connecting Pipes.

Self Cleaning

Function

150 To 260 V

Voltage Range

Anti-F

Feature

Typhoon Air Technology

1100mm Bigger Indoor

Large Air Throw

Inverter Compressor (upto PKR 30,000 annual Savings)
Anti rust coating
100% Copper Connecting Pipes
self cleaning Function
150 to 260 V voltage range
Anti-F Feature
Typhoon air technology
1100mm Bigger indoor
Large air throw",Dawlance,"1 x Outdoor Unit, 1 x Indoor Unit, 1 x User Manual, 1 x Warranty Card, 1 x Remote, Connecting Wires, Kit & Pipe",Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Elegance-30,"EN
10 Years Compressor & 1 Year Parts",N/A,N/A,N/A,N/A,N/A,10 Years Compressor & 1 Year Parts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kenwood Floor Standing Air Conditioner - KEE-240FH - Freedom  - Cool Only AC - White,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 104,499",105704358_PK-1253216637,"Kenwood Floor Standing Air Conditioner - KEE-240FH - Freedom  - Cool Only AC - White

Kenwood eFreedom series comes along with golden fins and 100% copper tube technology that prevents the fins from rust. The strong machine of eFreedom offers 20m long distance airflow that allows you to sit back in serenity.

• R410a Gas
• Golden Fins
• 20m Long Distance Air-Flow
• Touch Control
• Child Lock
• Sleep Mode
• 100% Copper Pipe
• 3 Years Warranty",Warranty,"Floor standing,warranty card,manual",Yes,Yes,N/A,N/A,N/A,N/A,2,N/A,N/A,Freedom Floor Air Conditioner,"EN
03 Year Brand Warranty",N/A,N/A,N/A,N/A,N/A,03 Year Brand Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kenwood Inverter AC - KEE-1236S - ECO Plus Inverter Series - 75% Saving - 1.0 Ton - Golden,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 63,999",110146983_PK-1260902046,"Kenwood KEE-1236S - Eco Plus -Inverter Air Conditioner - 75% Saving - 1.0Ton - Golden

It’s a modern world that keeps getting better with innovative technology. All this inventions have made our lives convenient and less complicated. Kenwood is the most prominent brand, when it comes to big and small appliances. They meticulously engineer their appliances and devices and promise to deliver pleasant experience to all its users.

The New e-Inverter Eco Plus Inverter split air conditioner is the most unique blend of iconic design and functional excellence .The highlight of this model is the innovative and modern design and the heat and cool function providing ultimate comfort in all seasons with up to 75% energy efficiency. The distinguished features of e-Inverter Eco Plusare the 3D air flow design system, long air throw, I-Feel Funtion and five years compressor warranty.

Features:
Heat and Cool function
DC inverter compressor
I-Feel Function
Intelligent Sleep Mode
Anti-Fungus Funtion
Easy Self Cleaning
Auto Restart
High Ambient Cooling
Tropical T-1
Heat And Cool
Hydrophilic Aluminium Fins
100% Copper Pipes
Up to 75% energy efficient
3D Air Flow
Long Distance Air throw
Hidden LED Display
Installation Kit 100% Pure Copper
Stabilizer not required
Refrigerant Gas R410A
5 Year Compressor and 1 Year parts warranty",Warranty,"Inner,outer,warranty card,manual,Remote Set",Yes,Yes,N/A,Series,N/A,N/A,N/A,N/A,N/A,Eco Plus Inverter Series,"EN
05 Year Brand Warranty",N/A,N/A,N/A,N/A,N/A,05 Year Brand Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gree Split Air Conditioner - GS-12LM4 - 1 Ton - White,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 42,999",GR678HL1E0WZSNAFAMZ-1741958,"Air Conditioner GS-12LM4 - 1 Ton - White
Elegant White Glossy Finish Cold Plasma Generator 12000 18000 BTU Golden Fin Condenser Six Health Filters Poweful Tropical Compressor I Feel Magic Mirror Low Voltage Start Up Four way Air Outlet Multi Fan Speeds Comfortable Sleeping Modes Memory Function Automatic Drying Operation Intelligent Deforsting Self Diagnosis On Off timer Removable Washable Panel Integrated Design U-Type Inner Groove Copper Pipe Efficient Quiet Turbo Cooling.
Specifications
Elegant White Glossy Finish
Cold Plasma Generator (12,000 BTU)
Golden Fin Condenser
Six Health Filters
Poweful & Tropical Compressor
Low Voltage Start Up
Four way Air Outlet
Multi Fan Speeds
Comfortable Sleeping Modes
Memory Function
Automatic Drying Operation
Intelligent Deforsting
Self Diagnosis
On Off timer
Removable Washable Panel
Integrated Design
U-Type Inner Groove Copper Pipe
Efficient & Quiet Design
Turbo Cooling",Warranty,1 x Inner1 x Outer1 x Remote1 x Warranty Card,No,No,N/A,No,N/A,N/A,N/A,N/A,N/A,N/A,"EN
3 Years Compressor and 1 Year Parts Brand Warranty",N/A,N/A,N/A,N/A,N/A,3 Years Compressor and 1 Year Parts Brand Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gree Windows AC 0.75 Ton with Remote Control 60% Electricity Saving,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 37,525",114820460_PK-1266640670,"Product details of Gree 0.75 Ton Window Air Conditioner with Remote Control - White

Specifications of Window Air Conditioner With Remote Control - 0.75 Ton - White
Not Obsolete Window Air Conditioner

One of the cheapest solutions for home cooling is to find afunctionoverquality. Besides, an ideal windowair conditioneravailable online in Pakistan should function between 9,000 to 14,000 BTUs on the upside. Its costs less, yet it benefits in the long term and the installation process is adequately simple. Multiple factors such as design, the right size, and brand carry additional aspects that is directly depended in the space provided for cooling.

Best Air Conditioner Online in Pakistan

Have you considered the idea to buy 0.75ton air conditioner in Pakistan if your need is to cool a single room? Whereas, if the solution requires for a bigger space cooling then turn towards split air conditioners online as these accumulate more space but gives more cooling. Take measurements before you begin your purchase, for example, that about 8,000 BTUs are enough to freeze 350 square feet of space throughout the day. Window air conditioner consists of a compressor, evaporator, and condenser.

Why Choose Window AC over Split AC?

Basically it is the old version of the modernsplit air conditioneryou are accustomed to see around the electronic sphere. What sets the two models apart is the design and installation (function). Window air conditioner is fixed when its cooling fins are facing indoors, but the heating unit is kept on the opposing side. Firstly, the inner compartments contains fans at the front with evaporators behind and its filter in the middle that’s operated via the central control panel. Secondly, the condenser along with the compressor is mashed in a box that is kept outward for noise reduction and of course to minimize the space.

Almost equally powerful – as explained above – a 0.75ton air conditioner in Pakistan is available according to the home and office requirement of any consumer.",Gree,1 x 0.75 Ton Window Air Conditioner - White 1 x Manual 1 x Remote Control,Yes,Yes,N/A,",Fast Cooling,Silent Mode",N/A,60% Energy Saving with R410A Gas,9000,30-90 sq meters,850,SKY-9KBTU,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gree Inverter Air Conditioner - GS-12FITH4WB - Fairy Inverter Series - 01ton - White,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 65,500",125070988_PK-1283010090,"Product details of Gree GS-12FITH4WB - Fairy Inverter Air Conditioner Series - White

TECHNICAL

BTU Capacity	

12000 BTU


Compressor W	

3500


Low Voltage Startup	

150V


Eco Friendly Refrigerant	

R410A


Energy Efficient Class A+	

60% Electricity saving

 

 

COOLING

BTU/H Capacity (H/S/L*)	

13512/11942/2047


Output Capacity (W) (H/S/L*)	

3960/3500/600


Power Input (W)(H/S/L*)	

1550/1060/220


Energy Efficiency Ratio (EER)	

3.7

 

HEATING

BTU/H Capacity (H/S/L*)	

17504/12522/2047


Output Capacity (W) (H/S/L*)	

5130/3670/600


Power Input (W)(H/S/L*)	

1650/989/220


Energy Efficiency Ratio (EER)	

3.7",Gree,"Inverter AC,Warranty Card,Connecting Pipe,Manual",Yes,Yes,N/A,Series,N/A,N/A,N/A,N/A,N/A,Fairy Inverter Series,"EN
03 Year Compressor Warranty & 01 Year Parts Warranty",N/A,N/A,N/A,N/A,N/A,03 Year Compressor Warranty & 01 Year Parts Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dawlance ProActive Inverter 15 1 Ton Heat & Cool Split AC,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 56,000",122286329_PK-1278414708,"Key Features
Inverter technology- saves upto 60% electricity annually
Say goodbye to stabilizers
Dual function –cooling & heating
Dawlance Pro-Active A/C can run on generator
Specifications
Cooling Capacity
1 Ton
Room Size
500 to 650 Sqft",Dawlance,1inner/1outer/warranty card/1 remote,No,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,proactive 15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Gree GS-12FITH1W - Fairy Inverter Air Conditioner Series - White,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 66,900",GR678HL09YUCKNAFAMZ-3940302,N/A,Gree,1 X Inverter AC1 X Warranty Card1 X Manual1 X Remote Set,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"EN
03 Year Compressor Warranty01 Year Parts Warranty",N/A,N/A,N/A,N/A,N/A,03 Year Compressor Warranty01 Year Parts Warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Orient 1 ton DC Inverter With Built-In Wifi Ultron 12G BOLD - White,https://laz-img-cdn.alicdn.com/tfs/TB13MLwbOLaK1RjSZFxXXamPFXa-300-200.png,"Rs. 60,900",OR771HL1ERHVANAFAMZ-3288620,"The Ultron Classic 1-ton Smart Edition takes smartness to a whole new level! It has a built-in energy system which allows you to experience efficiency like never before. You can view the AC’s activities and give it commands via online-control. Get visual explanations on energy consumption in the form of charts and diagrams. You can also schedule it to run whenever you desire! All these features come in addition to the trademark qualities of Orient's standard inverter AC so that you won’t have to compromise in any way.

Cooling
RATED CAPACITY (COOLING) 3500(1500-3900) W
RATED POWER CONSUMPTION (C) 1100(420-1560) W
RUNNING CURRENT (C) 4.8(2.0-6.8) A
SEER (C) 3.5
Heating
RATED CAPACITY (H) 3500(1600-4000) W
RATED POWER CONSUMPTION (H) 1050(430-1600) W
RUNNING CURRENT (H) 4.6(1.9-7.0) A
Electrical Data
RATED VOLTAGE 220-240V
MAX.INPUT POWER 1500 Watt
MAX.INPUT CURRENT 7 Amps
RATED FREQUENCY 1PH, 50HZ
Technical Information
AIR FLOW 600 m3/h
ID UNIT RESISTANCE CLASS 2P24
SOUND LEVEL 44dB(A)
Dimensions (WxHxD)
INDOOR 850x300x197 mm
OUTDOOR 720×540×260 mm
Weight
INDOOR 11 Kg
OUTDOOR 30 Kg
Warranty
COMPRESSOR 10 Years
PARTS 1 Year
R410A GAS 1 Year",Orient,1 Indoor Unit1 Outdoor Unit1 Warranty Card1 Remote,No,Yes,N/A,Yes,N/A,N/A,N/A,N/A,N/A,N/A,"EN
10 Years Compressor 1 Year Parts",N/A,N/A,N/A,N/A,N/A,10 Years Compressor 1 Year Parts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TCL DC Inverter Air Conditioner Miracle TAC- 18T3G - 1.5 Ton - 100 % DC inverter with T3 Compressor,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 79,900",116964985_PK-1269280830,"TCL Miracle DC Inverter with elegant design provides you super quiet heating and Cooling experience with energy saving feature which reduce your electricity bill up to 66%. It gives you smart (4D) Air Flow with five fan speed. TCL introduced 5D T3 twin rotatory compress, which provides more cooling and low operation noise. It comes with auto self-clearing & filter clearing reminder.

100 % DC inverter with T3 Compressor",TCL,"1x Inner Unit, 1x Outer Unit, 1x Remote Control, 1x Batteries, 1x Installation Pipes, 1x Wall Mount, 1x Manual(s), 1x Warranty Card",No,No,N/A,Air Conditioner Miracle TAC- 18T3G - 1.5 Ton - 100 % DC inverter with T3 Compressor,N/A,N/A,N/A,N/A,N/A,TCL DC Inverter Air Conditioner Miracle TAC- 18T3G - 1.5 Ton - 100 % DC inverter with T3 Compressor,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Haier 18-HRV 1.5 Ton - UPS Enabled Self Cleaning DC Inverter Air Conditioner,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 74,000",135554083_PK-1295782319,,Haier,"Indoor Unit, Outdoor Unit, User Manual, Wires, Pipe, Warranty Card, Remote Controller",Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Haier 18-HRV,"EN
5 Years for Compressor - 1 Year for parts",N/A,N/A,N/A,N/A,N/A,5 Years for Compressor - 1 Year for parts,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Daikin \1.6 Ton Dc Inverter Heat & Cool R-410A Air Conditioner,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 174,999",DA800HL0JY2DCNAFAMZ-3804688,N/A,Daikin,"1 x Indoor, 1 x Outdoor, 1 x Remote Controller, 1 x Warranty Card, 1 x User manual",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"EN
3 year compressor &1 year parts warranty",N/A,N/A,N/A,N/A,N/A,3 year compressor &1 year parts warranty,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kenwood KEI-2430F - Imperial 2 Ton Floor Standing AC,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 108,000",131925993_PK-1292105779,"DESCRIPTION:

Daraz.pk brings you the best price for Kenwood eImperial 2.0 Ton Heat & Cool Floor Standing AC (KEI-2430F)  official warranty and express shipping all over Pakistan.

 

Kenwood 2 ton Imperial Floor Standing is the latest 2018 variant from Kenwood Pakistan.

• It comes with heat and cool function which adapts to the unfolding seasons and maintains the desired room temperature in every area and performs efficiently in even at 50 degrees and also provides unifrom heating even at -7 degrees. 

• Kenwood 4 ton floor standing series KEI-2430F model is also equipped with 4d airflow to ensure a harmonized temperature throughout the room, air blades and air louvers swing not only vertically but also horizontally, which helps to improve air distribution and flow and makes you feel comfortable during hot summers and cold winters. 

• Equipped with golden fins condenser and 100% copper piping which prevents leakage and all motors have copper winding.  ",Kenwood,"1 x Floor Standing Air Conditioner, 1x Warranty Card, 1x Manuals",Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,KEI-2430F,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dawlance - 1 ton Inverter - Inspire Plus - air conditioner - Heat and Cool,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 59,990",102866165_PK-1253204107,"Turbo Cool
LED Display
Auto Restart
Eco Friendly tech
Wide angle Air Flow
Anti Rust Out Door casing
Large Indoor Unit",Dawlance,"Inner, outer, remote, connection pipes, fitting material",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kenwood Split AC KEA-1821S eAmore Air Conditioner Series - Heat & Cool - White,https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 53,999",2864398_PK-1246031778,"Kenwood Split AC KEA-1821S eAmore Air Conditioner Series - Heat & Cool - White

A highly affordable series of air conditioners which stands out in a minimalistic white design , capable of delivering excellent cooling and heating performance while being up to 14% efficient in terms of energy consumption.",Kenwood,"01 Split AC, 01 Warranty Card, 01 Manual",Yes,Yes,N/A,No,N/A,N/A,N/A,N/A,N/A,eAmore Split Air Conditioner Series,"EN
03 Year Compressor Warranty, 01 Year Parts Warranty",N/A,N/A,N/A,N/A,N/A,"03 Year Compressor Warranty, 01 Year Parts Warranty",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Samsung Split - AR12KCFSRWK - 1 ton - 12000BTU - White (Free Installation for Karachi Only ),https://laz-img-cdn.alicdn.com/tfs/TB1Yltkl4TpK1RjSZFKXXa2wXXa-720-720.png_340x340q80.jpg_.webp,"Rs. 68,000",130213918_PK-1290035179,"Triangle Design For Powerful Cooling

The Samsung Air Conditioner’s unique triangular design improves its performance, circulating cool air faster, farther and wider* around your home. Its Digital Inverter also provides significantly greater energy efficiency.** And its Virus Doctor and Easy Filter eliminates dust, contaminants, allergens, bacteria and viruses*** - firstly using a filter and secondly with Virus Doctor. * Tested on AR09HSFSBWK model. Compared with Samsung conventional model AQV09TWS. ** Tested on AR09HSSDAWK/EU. Compared with Samsung conventional model AQ09TSB. *** Tested in Kitasato Environmental Science Centre (Japan) & Yonsei Univ. (Korea) / Korea test lab (FITI / KEMTI) and Japan test lab (ITEA). Effective on 4 viruses, including Subtype H1N1, and certain bacteria. Data has been measured under specific testing conditions and may differ based on environmental factors.

Cools Faster, Farther, and Wider

The Samsung Air Conditioner has been designed from the ground up to be outstandingly efficient. Its uniquely triangular design has a wider inlet, so more air can be drawn in. The improved width and angle of its outlet, extra v-blades and a bigger fan also ensure that air is cooled and expelled faster, farther and wider*. So refreshingly cool air reaches every corner of your room. * Tested on AR09HSFSBWK model. Compared with Samsung conventional model AQV09TWS.

Cools You Fast Then Cools You Comfortably

The Samsung Air Conditioner begins cooling the air fast using its powerful Fast Cool mode, so it gets there quickly. It then automatically changes the mode to Comfort Cool to maintain the desired temperature. So you won’t feel cold and don’t have to keep manually changing the settings or turning the Air Conditioner on and off.

Automatically Save Energy

With Single User mode, you don’t have to repeatedly turn the Samsung Air Conditioner on and off to save energy or worry about using it if it’s not unbearably hot. Inthis mode, the compressor and fan only run long enough to maintain the desired temperature and automatically shut off when they’re not needed. So it uses much less electricity * – keeping your bills low and your rooms cool. * Tested on AR12HPSDDWK. Based on accumulated power consumption of normal mode vs. single user mode

Eliminates Viruses

Virus Doctor and Easy Filter eliminates dust, dangerous airborne contaminants and allergens, as well as bacteria and viruses, including the Influenza A and Corona viruses* – firstly using a filter and secondly with Virus Doctor. So it keeps the air you breathe clean and healthy. * Tested in Kitasato Environmental Science Centre (Japan) & Yonsei Univ. (Korea) / Korea test lab (FITI / KEMTI) and Japan test lab (ITEA). Effective on 4 viruses, including Subtype H1N1, and certain bacteria. Data has been measured under specific testing conditions and may differ based on environmental factors.

Stable, Long-lasting Performance

The Samsung Air Conditioner keeps going in the most challenging environments. Its Triple Protector Plus technology prevents the compressor and controller from being overloaded by power surges and fluctuating electrical currents, without a separate voltage stabiliser. It also has an anti-corrosive coating to stop the condenser from corrosion, and cabinet from rusting. And its larger condenser and optimised refrigerant flow mean it can endure extremely hot temperatures (up to 58 ºC)*. * Tested on AR09HPSDDWK/SG. Compared with Samsung conventional model AR09HPSDFAP/RC

Easy to Take Out and Clean

Unlike conventional filters that are often difficult to access, the Samsung Air Conditioner’s Easy Filter is located outside, on the top. So it can easily be taken out, cleaned and put back – without having to open a cover or pull hard to get it out. And its anti-bacterial coating filters dust, dangerous airborne contaminants and allergens.* * Tested in Korea test lab (FITI / KEMTI) and Japan test lab (ITEA). Data has been measured under specific testing conditions and may differ based on environmental factors.

Smartly Convenient

With the Samsung Air Conditioner you can enjoy the confidence that it's perfectly installed and the convenience of remote control and trouble-shooting. Smart Installation checks for common problems to make sure it is properly installed. Using an App on your smartphone, Smart Wi-Fi lets you monitor and change energy settings from anywhere and Smart Check lets you diagnose errors and request a service immediately.

Ensure Perfect Installation

Smart Installation is a self-diagnosis feature that ensures your Samsung Air Conditioner is installed perfectly by your service engineer. It automatically checks for installation faults that can cause problems when using the air conditioner, including ineffective communication with the outdoor unit, any issues with the integrity of the air pipe and poor refrigerant flow.

Easy Troubleshooting

The Samsung Air Conditioner includes Smart Check, an automatic error-monitoring system. It detects and diagnoses problems at an early stage and provides quick and easy troubleshooting solutions using a smartphone App*. So it saves you time having to find the manual and avoids the cost and inconvenience of unnecessary engineer callouts** – and potentially expensive repair bills. * Available on iPhones and Android devices. ** This function operates for certain error mode only and is not substitute for periodic service checkup.",Samsung,1x indoor 1x outdoor 1x warranty,Yes,Yes,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Ar12 - Split Air Conditioner With Fast Cooling - 1.0 Ton - White,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
